id,user_id,category_id,title,description,thumbnail_url,author,created_at,updated_at,type,site,maker_id,linkurl,isbn,jan,item_code,popularity,artist_id
310312,NULL,13,7．5グラムの奇跡,街の眼科医院で働く新人視能訓練士、１年間の物語。,https://item-shopping.c.yimg.jp/i/j/boox_bk-4065246237,砥上 裕將,2022-01-09 03:41:31,2022-02-21 01:22:14,external,yahoo,90,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fboox%2Fbk-4065246237.html,9784065246238,9784065246238,NULL,NULL,NULL
310316,NULL,13,ガイアの法則,スピリチュアルを超越し、数学・物理学・地政学等にも裏打ちされたスピン／リズムの叡智ー思わず息を呑む宇宙スケールの風水。驚異のロングセラー、１３５度文明到来を明らかにした元祖の書が、新装復刻版でよみがえる！,https://item-shopping.c.yimg.jp/i/j/boox_bk-4864719438,千賀一生,2022-01-09 03:41:32,2022-02-21 01:22:15,external,yahoo,1686,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fboox%2Fbk-4864719438.html,9784864718967,9784864719438,NULL,NULL,NULL
310318,NULL,13,父は英雄、母は精霊、娘の私は転生者。　8,次代の女神として目覚めた精霊エレン（前世人間）です。モンスターテンペストの核となってしまったアミエルと対峙したとーさまが絶対絶命！？さらにガディエルも私を守って瀕死の重傷を負って、これまでになく大ピンチです！黒幕は隣国ヘルグナーの王デュラン。私の大切な人たちに手を出した代償は、きっちり払っていただきますー。大事な人を守るため、全力で望む未来を掴み取ります！「ご覚悟下さい」すべてが大団円へと繋がっていく、大人気シリーズ第８巻！,https://item-shopping.c.yimg.jp/i/j/honyaclubbook_9784040742960,松浦/keepout,2022-01-09 03:41:32,2022-02-21 01:22:15,external,yahoo,96,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fhonyaclubbook%2F9784040742960.html,9784040742960,9784040742960,NULL,NULL,NULL
310322,NULL,13,風と共にゆとりぬ,『桐島、部活やめるってよ』で鮮烈のデビューを飾り、『何者』で戦後最年少の直木賞受賞作家となった著者が、「ゆとり世代」の日々を描くエッセイシリーズ。雑誌・新聞連載のエッセイに加え、悶絶の痔瘻手術体験を綴った「肛門記」を収録。後日談「肛門記〜Ｅｔｅｒｎａｌ〜」は文庫オリジナル。ひたすら楽しいだけの読書体験をあなたに。,https://item-shopping.c.yimg.jp/i/j/boox_bk-4167914956,朝井 リョウ,2022-01-09 03:41:32,2022-02-21 01:22:16,external,yahoo,1544,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fboox%2Fbk-4167914956.html,9784167914950,9784167914950,NULL,NULL,NULL
310324,NULL,13,小説　機動戦士ガンダム　閃光のハサウェイ（下）　新装版（3）,,https://item-shopping.c.yimg.jp/i/j/boox_bk-4041097193,富野　由悠季,2022-01-09 03:41:32,2022-02-21 01:22:16,external,yahoo,96,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fboox%2Fbk-4041097193.html,9784041097199,9784041097199,NULL,NULL,NULL
310326,NULL,13,きみはぱぱがすき？（1）,“きみと過ごす日々の楽しい時間を、またいつか思い出したくて、描き留めておくことにしましたー”毎日仕事で忙しいパパと、日々成長していく娘の「つむぎ」。とても些細で、二度と戻らない、だからこそ愛おしい時間。,https://item-shopping.c.yimg.jp/i/j/mangazenkan_m6040490599,つむぱぱ,2022-01-09 03:41:32,2022-02-21 01:22:17,external,yahoo,96,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fmangazenkan%2Fm6040490599.html,9784040699509,9784040699509,NULL,NULL,NULL
310340,NULL,13,天子蒙塵　4,日本軍による張作霖爆殺で、自らの足を失った吉永将は、関東軍への強い不信を募らせていた。満洲国建国の真の目的とは何なのか。新京では人々のあらゆる思惑を呑み込み、溥儀の皇帝即位の大礼の準備が進んでいた。その裏に隠された悲劇。その時、春児は。歴史ロマン「蒼穹の昴」シリーズ第五部、堂々完結。,https://item-shopping.c.yimg.jp/i/j/boox_bk-4065228409,浅田 次郎,2022-01-09 03:41:34,2022-02-21 01:22:21,external,yahoo,90,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fboox%2Fbk-4065228409.html,9784065228401,9784065228401,NULL,NULL,NULL
310344,NULL,13,ルドルフとイッパイアッテナ,ぼく、ルドルフと兄貴分、イッパイアッテナのとびきりゆかいな、のらねこ生活。ぼくたちの、知恵と勇気と友情の物語。第２７回講談社児童文学新人賞入賞作。,https://item-shopping.c.yimg.jp/i/j/boox_bk-4061335219,斉藤 洋/杉浦 範茂,2022-01-09 03:41:34,2022-02-21 01:22:22,external,yahoo,90,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fboox%2Fbk-4061335219.html,9784061335059,9784061335219,NULL,NULL,NULL
310355,NULL,13,大切なあなたノート,大切な人のことをもっと知る１００問。パートナーとおうち時間を仲良く過ごすためのプレゼントに。家族や大切な人をお互いにもっと知るための取材ノートとして。自分のための自己分析や頭の整理にも。,https://item-shopping.c.yimg.jp/i/j/dorama_n34152491,はあちゅう,2022-01-09 03:41:35,2022-02-21 01:22:25,external,yahoo,104,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fdorama%2Fn34152491.html,9784396617509,9784396617509,NULL,NULL,NULL
310358,NULL,13,流浪の月,あなたと共にいることを、世界中の誰もが反対し、批判するはずだ。わたしを心配するからこそ、誰もがわたしの話に耳を傾けないだろう。それでも文、わたしはあなたのそばにいたいー。再会すべきではなかったかもしれない男女がもう一度出会ったとき、運命は周囲の人を巻き込みながら疾走を始める。新しい人間関係への旅立ちを描き、実力派作家が遺憾なく本領を発揮した、息をのむ傑作小説。,https://item-shopping.c.yimg.jp/i/j/boox_bk-4488803016,凪良 ゆう,2022-01-09 03:41:35,2022-02-21 01:22:25,external,yahoo,1677,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fboox%2Fbk-4488803016.html,9784488028022,9784488803018,NULL,NULL,NULL
310361,NULL,13,吐きたいほど愛してる。,愛ー、それは気高く美しきもの。そして、この世で最も恐ろしいもの。毒島半蔵の歪んだ妄想が、この世を地獄へと塗り替える。虚ろな心を抱える吉美が、浮気を続ける亭主に狂気をぶつける。傷を負い言葉を失った、薄幸の美少女・まゆか。実の娘に虐待され続けている、寝たきり老人・英吉。暴風のような愛情が、人びとを壊してゆく！新堂冬樹にしか描けなかった、暗黒純愛小説集。,https://item-shopping.c.yimg.jp/i/j/netoff_0010495589,新堂冬樹,2022-01-09 03:41:35,2022-02-21 01:22:26,external,yahoo,113,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fnetoff%2F0010495589.html,9784101323510,9784101323510,NULL,NULL,NULL
310365,NULL,13,ザ・シークレット,「偉大な秘密」の片鱗は何世紀にもわたり文学、宗教、哲学等の口承伝説の中に見出されてきました。今回初めてこの本で「秘密」の断片が集められ、驚くべき形で世に明らかにされることになりました。これを体験する全ての人々にとって、本書は人生の大きな転機となることでしょう。この本では、あなたのお金、健康、人間関係、幸せ、世の中との関係など人生のあらゆる面において、「秘密」をどのように使うかを学ぶことができます。あなたは自己に内在する未開発の力を理解し始めるでしょう。それが明らかにされるに連れて、あなたの人生のあらゆる面が喜びで満たされるでしょう。この本には、「秘密」を実践して、健康、富、幸せを手に入れた現代の師達の叡知が紹介されています。また、本書の中で明らかにされている知識を応用することで、病気を治したり、莫大な富を手に入れたり、障害を克服したり、不可能と思われたことを達成した経験など説得力のある話が紹介されています。,https://item-shopping.c.yimg.jp/i/j/boox_bk-4047915572,ロンダ・バーン/山川　紘矢,2022-01-09 03:41:35,2022-02-21 01:22:27,external,yahoo,96,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fboox%2Fbk-4047915572.html,9784047915572,9784047915572,NULL,NULL,NULL
310367,NULL,13,こころの処方箋,あなたが世の理不尽に拳を振りあげたくなったとき、人間関係のしがらみに泣きたくなったとき、本書に綴られた５５章が、真剣に悩むこころの声の微かな震えを聴き取り、トラブルに立ち向かう秘策を与えてくれるだろう。,https://item-shopping.c.yimg.jp/i/j/boox_bk-4101252246,河合 隼雄,2022-01-09 03:41:35,2022-02-21 01:22:28,external,yahoo,113,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fboox%2Fbk-4101252246.html,9784101252247,9784101252247,NULL,NULL,NULL
310369,NULL,13,人生を変えるモーニングメソッド,大切なのは、「１日の最初にすること」だ。「日常」に追われる毎日から、「理想」を追いかける毎日へ。「集中力が上がった！」「痩せた！」「収入が増えた！」すべてが手に入る超実践的ベストセラー！「スタートキット」付き！,https://item-shopping.c.yimg.jp/i/j/bookoffonline_0018831651,ハル・エルロッド/鹿田昌美,2022-01-09 03:41:36,2022-02-21 01:22:28,external,yahoo,1329,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fbookoffonline%2F0018831651.html,9784479795728,9784479795728,NULL,NULL,NULL
310371,NULL,13,泣きたい夜の甘味処,,https://item-shopping.c.yimg.jp/i/j/honyaclubbook_9784046807540,中山　有香里,2022-01-09 03:41:36,2022-02-21 01:22:28,external,yahoo,96,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fhonyaclubbook%2F9784046807540.html,9784046807540,9784046807540,NULL,NULL,NULL
310373,NULL,13,鬼滅の刃 片羽の蝶,鬼に両親を殺された幼いカナエとしのぶを助けた悲鳴嶼。鬼殺隊への入隊を希望する二人にある試練を与えるのだが…大人気「柱」の面々が登場する物語５編を大公開！さらに好評の「キメツ学園」小説版も再び収録！,https://item-shopping.c.yimg.jp/i/j/boox_bk-4087034852,吾峠 呼世晴/矢島 綾,2022-01-09 03:41:36,2022-02-21 01:22:29,external,yahoo,88,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fboox%2Fbk-4087034852.html,9784087034851,9784087034851,NULL,NULL,NULL
310416,NULL,13,世界広布の大道　小説「新・人間革命」に学ぶ1　1巻〜5巻,,https://item-shopping.c.yimg.jp/i/j/honyaclubbook_9784412016576,聖教新聞社報道局,2022-01-09 03:41:38,2022-02-21 01:22:40,external,yahoo,1685,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fhonyaclubbook%2F9784412016576.html,9784412016576,9784412016576,NULL,NULL,NULL
310460,NULL,13,楽園の略奪者,閉ざされた世界で生きるミースは、ある日、ヨナシュという冷たい目をした男に攫われる。人違いでの誘拐だったが、悪意を知らないミースにとっては、未知と出会う冒険の旅となっていた。一方ヨナシュは、人質の人懐こさを怪訝に思いつつも無下にはできず、逃亡の旅を続けてしまう。特殊な環境で育ったふたりは、芽生えた想いの名を知らぬまま、心を通わせ、次第に離れられなくなってゆく。だが、その旅は許されるものではなく、国を揺るがす事態に発展し…？,https://item-shopping.c.yimg.jp/i/j/mangazenkan_n6187474179,荷鴣/yoco,2022-01-09 03:41:43,2022-02-21 01:22:51,external,yahoo,127,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fmangazenkan%2Fn6187474179.html,9784781697147,9784781697147,NULL,NULL,NULL
310462,NULL,13,点と線,,https://item-shopping.c.yimg.jp/i/j/netoff_0000795072,松本 清張,2022-01-09 03:41:43,2022-02-21 01:22:51,external,yahoo,113,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fnetoff%2F0000795072.html,9784101109183,9784101109183,NULL,NULL,NULL
310463,NULL,13,離婚するはずが、心臓外科医にとろとろに溶かされました～契約夫婦は愛焦れる夜を重ねる～,両親を亡くし弟の学費のために医療事務として働く凛音。ある日、凛音の事情を知った外科医の暁斗から、資金援助を条件にいきなり契約結婚を提案される。前々からクールな彼が苦手だったが、利害の一致から仮面夫婦になることに！結婚初夜、凛音の他人行儀な態度が彼の独占欲を煽ってしまいベッドに押し倒され…！？溺甘旦那様に豹変した暁斗に初めてを捧げ、心も体も乱されていき…。,https://item-shopping.c.yimg.jp/i/j/boox_bk-4813712037,森野りも,2022-01-09 03:41:43,2022-02-21 01:22:52,external,yahoo,135,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fboox%2Fbk-4813712037.html,9784813712039,9784813712039,NULL,NULL,NULL
310464,NULL,13,バスカヴィル家の犬改版,,https://s.yimg.jp/images/sh/noimage/300x300.gif,アーサー・コナン・ドイル/延原謙,2022-01-09 03:41:43,2022-02-21 01:22:52,external,yahoo,113,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Febisubooks%2F20220201-0657.html,9784102134078,9784102134078,NULL,NULL,NULL
310469,NULL,13,スロウハイツの神様（上）,人気作家チヨダ・コーキの小説で人が死んだーあの事件から十年。アパート「スロウハイツ」ではオーナーである脚本家の赤羽環とコーキ、そして友人たちが共同生活を送っていた。夢を語り、物語を作る。好きなことに没頭し、刺激し合っていた６人。空室だった２０１号室に、新たな住人がやってくるまでは。,https://item-shopping.c.yimg.jp/i/j/netoff_0011035424,辻村 深月,2022-01-09 03:41:43,2022-02-21 01:22:53,external,yahoo,90,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fnetoff%2F0011035424.html,9784062765565,9784062765565,NULL,NULL,NULL
310473,NULL,13,「松之助」オーナー・平野顕子のやってみはったら！　60歳からのサードライフ,専業主婦から、４５歳での離婚、留学、料理の仕事、そして６０代からのニューヨーク再婚ライフ。,https://item-shopping.c.yimg.jp/i/j/boox_bk-4391156849,平野 顕子,2022-01-09 03:41:43,2022-02-21 01:22:54,external,yahoo,105,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fboox%2Fbk-4391156849.html,9784391156843,9784391156843,NULL,NULL,NULL
310475,NULL,13,邪神の天秤　警視庁公安分析班,都内で爆発事件が発生、直後に有力政治家が殺害された。遺体からは内臓が抜かれ、心臓と羽根を載せた天秤が残されていた。公安部に異動してきた刑事・鷹野秀昭は、持ち前の推理力で事件に挑むが、組織犯罪を疑う公安のやり方に馴染めない。苦悩する鷹野は猟奇犯に迫れるのか。緊迫のサスペンス・ミステリー！「警視庁公安分析班」シリーズ第１弾！,https://item-shopping.c.yimg.jp/i/j/boox_bk-4065258081,麻見 和史,2022-01-09 03:41:43,2022-02-21 01:22:54,external,yahoo,90,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fboox%2Fbk-4065258081.html,9784065258088,9784065258088,NULL,NULL,NULL
310483,NULL,13,女の庭,恩師の葬式で再会した五人の女。近況を報告しあううちに、教室で見たビデオの記憶が蘇りー。先生と濃厚なセックスをしていた、あの女は誰だったのか。互いに互いを疑いながら、女たちは今日も淫らな秘め事を繰り返す。不倫、密会、出会い系…。秘密を抱える腹黒い女たちと、それを監視する街、京都。重ねた嘘が崩壊する時、女の本性が放たれる。,https://item-shopping.c.yimg.jp/i/j/netoff_0011701473,花房観音,2022-01-09 03:41:43,2022-02-21 01:22:56,external,yahoo,1251,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fnetoff%2F0011701473.html,9784344423770,9784344022928,NULL,NULL,NULL
310485,NULL,13,今日のハチミツ、あしたの私,蜂蜜をもうひと匙足せば、あなたの明日は今日より良くなるー。「明日なんて来なければいい」と思っていた中学生のころ、碧は見知らぬ女の人から小さな蜂蜜の瓶をもらった。それから十六年、三十歳になった碧は恋人の故郷で蜂蜜園の手伝いを始めることに。頼りない恋人の安西、養蜂家の黒江とその娘の朝花、スナックのママをしているあざみさん…さまざまな人と出会う、かけがえのない日々。心ふるえる長篇小説。,https://item-shopping.c.yimg.jp/i/j/boox_bk-4758442401,寺地はるな,2022-01-09 03:41:43,2022-02-21 01:22:57,external,yahoo,1678,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fboox%2Fbk-4758442401.html,9784758442404,9784758442404,NULL,NULL,NULL
310487,NULL,13,生者と死者,はじめに袋とじのまま、短編小説の「消える短編小説」をお読みください。そのあと各ページを切り開くと、驚くべきことが起こりますー。そして謎の超能力者と怪しい奇術師、次次にトリックを見破るヨギガンジーが入り乱れる長編ミステリー「生者と死者」が姿を現すのです。史上初、前代未聞驚愕の仕掛け本。,https://item-shopping.c.yimg.jp/i/j/boox_bk-4101445060,泡坂妻夫,2022-01-09 03:41:43,2022-02-21 01:22:57,external,yahoo,113,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fboox%2Fbk-4101445060.html,9784101445069,9784101445069,NULL,NULL,NULL
310489,NULL,13,付添い屋・六平太 河童の巻 噛みつき娘,天保四年秋、秋月六平太は豪商の娘たちの舟遊びに付添った。その会食の席で酔った若侍が狼藉を働く。残された脇差から侍は旗本の次男・永井丹二郎と知れた。意趣返しを警戒し永井に接触した六平太は、逆に剣の腕を見込まれ、道場師範に乞われてしまう。その頃『市兵衛店』に付添い仲間の平尾伝八夫婦が越してきた。さらには妹の佐和母子も六平太宅に居候することになり、長屋は俄に賑やかに。稼業のためにと剣術修業を始めた伝八に、六平太は祝儀代わりの仕事を融通した。だが翌朝、伝八は何者かに斬られ瀕死状態で見つかる。日本一の王道人情時代劇、最新刊！,https://item-shopping.c.yimg.jp/i/j/vaboo_va1024407409u20,金子 成人,2022-01-09 03:41:44,2022-02-21 01:22:57,external,yahoo,91,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fvaboo%2Fva1024407409u20.html,9784094071023,9784094071023,NULL,NULL,NULL
310491,NULL,13,日本を捨てた男たち,常夏の国フィリピンで、困窮生活を送る何百人もの日本人男性がいる。フィリピンクラブで知り合った女性を追いかけてきた男、偽装結婚のカモにされた男…所持金ゼロ、住む家もない彼ら「困窮邦人」に手を差し伸べるのは、フィリピンの貧しい人々だった。男たちのすさまじい生き様を通して現代日本の問題点をあぶり出す、渾身のルポルタージュ。第９回開高健ノンフィクション賞受賞作。,https://item-shopping.c.yimg.jp/i/j/netoff_0011899085,水谷竹秀,2022-01-09 03:41:44,2022-02-21 01:22:58,external,yahoo,88,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fnetoff%2F0011899085.html,9784087451382,9784087451382,NULL,NULL,NULL
310493,NULL,13,家康〈一〉,桶狭間の敗戦を機に、松平元康（後の家康）は葛藤の末、信長と同盟を結ぶ。先見性と経済力を武器にのし上がる天才を目の当たりにし、単なる領地争いの時代が終わったことを身をもって知る元康。三河一国を領し、欣求浄土の理想を掲げ、平安の世を目指す。信長でも秀吉でもなく、なぜ家康が戦国最後の覇者となれたのか。かつてない大河歴史小説。,https://item-shopping.c.yimg.jp/i/j/bookoffonline_0018777312,安部 龍太郎,2022-01-09 03:41:44,2022-02-21 01:22:58,external,yahoo,1251,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fbookoffonline%2F0018777312.html,9784344430006,9784344030510,NULL,NULL,NULL
310495,NULL,13,交換ウソ日記3 ～ふたりのノート～,周りに流されやすい美久と、読書とひとりを好む景は、幼馴染。そして、元恋人でもある。だが高校では全くの疎遠だ。ある日、景は自分を名指しで「大嫌い」と書かれたノートを図書室で見つける。見知らぬ誰かに全否定され、たまらずノートに返事を書いた景。一方美久は、自分の落としたノートに返事をくれた誰かに興味を抱き、不思議な交換日記が始まるが…その相手が誰か気づいてしまい！？ふたりは正体を偽ったままお互いの気持ちを探ろうとする。しかしそこには思いもしなかった本音が隠されていてー。,https://item-shopping.c.yimg.jp/i/j/books-ogaki_9784813711681,櫻いいよ,2022-01-09 03:41:44,2022-02-21 01:22:59,external,yahoo,135,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fbooks-ogaki%2F9784813711681.html,9784813711681,9784813711681,NULL,NULL,NULL
310550,NULL,13,重力ピエロ,兄は泉水、二つ下の弟は春、優しい父、美しい母。家族には、過去に辛い出来事があった。その記憶を抱えて兄弟が大人になった頃、事件は始まる。連続放火と、火事を予見するような謎のグラフィティアートの出現。そしてそのグラフィティアートと遺伝子のルールの奇妙なリンク。謎解きに乗り出した兄が遂に直面する圧倒的な真実とはー。溢れくる未知の感動、小説の奇跡が今ここに。,https://item-shopping.c.yimg.jp/i/j/collectionmall_9784101250236,伊坂 幸太郎,2022-01-09 03:41:48,2022-02-21 01:23:12,external,yahoo,113,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fcollectionmall%2F9784101250236.html,9784101250236,9784101250236,NULL,NULL,NULL
310654,NULL,13,転生した大聖女は、聖女であることをひた隠す（3）,従魔の黒竜が旅立ち、第一騎士団に復帰したフィーアは、シリル団長とともに彼の領地であるサザランドへ向かう。そこはかつて、大聖女の護衛騎士だったカノープスの領地であり、一度だけ訪れたことのある懐かしい場所。再びの訪問を喜ぶフィーアだったが、１０年前の事件により、シリル団長と領民の間には埋めがたい溝ができていた。そんな一触即発状態のサザランドで、うっかり大聖女と同じ反応をしてしまったフィーアは、「大聖女の生まれ変わり、かもしれない者」として振る舞うことに…！フィーア、身バレの大ピンチ！？書き下ろしは、書籍連載でおなじみの『アルテアガ帝国』編をはじめ、３００年前の過去編ほかを大ボリュームでお届け！,https://item-shopping.c.yimg.jp/i/j/boox_bk-4803014884,十夜/chibi,2022-01-09 03:41:56,2022-02-21 01:23:39,external,yahoo,124,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fboox%2Fbk-4803014884.html,9784803014198,9784803014884,NULL,NULL,NULL
310658,NULL,13,大家さんと僕 これから,季節はめぐり、楽しかった日々に見えてきた少しの翳り。別れが近づくなか僕は…。感動の物語、堂々完結。,https://item-shopping.c.yimg.jp/i/j/vaboo_va213x351410u20,矢部 太郎,2022-01-09 03:41:56,2022-02-21 01:23:40,external,yahoo,113,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fvaboo%2Fva213x351410u20.html,9784103512134,9784103512134,NULL,NULL,NULL
310660,NULL,13,花のノートルダム,泥棒で同性愛者だった青年ジュネは、獄中で書いたこの処女作で２０世紀最大の“怪物”作家となった。自由奔放な創作方法、超絶技巧の比喩を駆使して都市の最底辺をさまよう犯罪者や同性愛者を徹底的に描写し、卑劣を崇高に、悪を聖性に変えた、文学史上最も過激な小説。,https://item-shopping.c.yimg.jp/i/j/bookoffonline_0016444407,ジャン・ジュネ/中条省平,2022-01-09 03:41:56,2022-02-21 01:23:40,external,yahoo,167,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fbookoffonline%2F0016444407.html,9784334752149,9784334752149,NULL,NULL,NULL
310662,NULL,13,にぎやかな落日,北海道で独り暮らしをするおもちさん、８３歳。夫は施設に入り、娘は東京から日に二度電話をくれる。実は持病が悪化して、家族がおもちさんの生活のすべてを決めていくことに。不安と苛立ちと寂しさと、懐かしさと後悔とほんのちょっとの幸せと、揺れては消える老境の心情が、静かに切々と迫ってくる。ベストセラー『平場の月』の著者が、ひとりの老女の内面に寄り添う、新たな代表作。,https://item-shopping.c.yimg.jp/i/j/boox_bk-4334913989,朝倉かすみ,2022-01-09 03:41:56,2022-02-21 01:23:40,external,yahoo,167,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fboox%2Fbk-4334913989.html,9784334913984,9784334913984,NULL,NULL,NULL
310678,NULL,13,パリ警察1768,１７６８年。革命前の爛熟したパリ。悪名高き青年侯爵サドが事件を起こし、被害女性が高等法院に告訴するらしい。パリ警察で、放蕩貴族を監視する特別任務につく私服警部マレーはその醜聞を揉み消す命を受ける。一方、セーヌ川で惨殺死体が発見された。それは、５年前サドの「悪魔の遊戯」の相手としてパリ中にその名を知られた女工だった…。革命的警察小説の傑作！,https://item-shopping.c.yimg.jp/i/j/netoff_0013264110,真梨幸子,2022-01-09 03:41:57,2022-02-21 01:23:45,external,yahoo,131,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fnetoff%2F0013264110.html,9784198946364,9784198946364,NULL,NULL,NULL
310680,NULL,13,オーバーロード14 滅国の魔女,魔導国の馬車が王国の貴族に襲われた。偶然か？謀略か？どんな理由であれ、王国が魔導国と正面切って戦うことを選んだと判断したナザリックは王国に宣戦布告。カッツェ平野での大虐殺で未だ混迷を極める王国のさらなる窮地に王子ザナックが、蒼の薔薇が、ブレインが、背水の陣を承知で立ち上がる。容赦なく遂行される殲滅作戦。勝ち目のない戦いを強いられた王国に崩壊の足音が迫る。,https://item-shopping.c.yimg.jp/i/j/bookoffonline_0019426591,丸山　くがね/so-bin,2022-01-09 03:41:57,2022-02-21 01:23:45,external,yahoo,96,https://ck.jp.ap.valuecommerce.com/servlet/referral?sid=3628712&pid=887608712&vc_url=https%3A%2F%2Fstore.shopping.yahoo.co.jp%2Fbookoffonline%2F0019426591.html,9784047358850,9784047358850,NULL,NULL,NULL
